کارنامه سال,سهمیه,قبولی,رتبه سهمیه زیرگروه ۱,رتبه سهمیه زیرگروه ۲,رتبه سهمیه زیرگروه ۳,رتبه سهمیه زیرگروه ۴,معدل موثر,زبان انگلیسی,مجموعه ریاضیات,دروس تخصصی ۱,دروس تخصصی ۲,دروس تخصصی ۳,دروس تخصصی ۴,رتبه کشور زیرگروه ۱,رتبه کشور زیرگروه ۲,رتبه کشور زیرگروه ۳,رتبه کشور زیرگروه ۴,میانگین درصد ضریب ۱,میانگین درصد ضریب ۲,میانگین درصد ضریب ۳,میانگین درصد ضریب ۴
1404,5,هوش مصنوعی یزد نوبت دوم,673,755,711,721,15.56,65.33,5.00,-3.32,0.00,0.00,10.00,"5,808","6,445","6,154","6,198",7.25,6.36,6.58,6.58
1404,5,هوش مصنوعی غیر انتفاعی خاتم,673,"1,125",765,871,17.00,0.00,0.00,-13.32,-1.66,11.67,25.00,"5,807","9,549","6,539","7,494",6.89,3.45,6.00,5.12
1404,5,-,719,513,759,642,14.64,8.00,3.33,20.00,13.33,-3.32,6.67,"6,190","4,522","6,499","5,477",7.42,9.42,6.76,7.87
1404,5,-,890,963,701,807,17.60,0.00,-1.66,0.00,3.33,16.67,0.00,"7,554","8,227","6,067","6,929",3.78,2.89,4.89,4.00
1404,25,هوش مصنوعی شریف,1,2,1,1,18.54,0.00,15.00,40.00,66.67,55.00,45.00,72,71,71,57,43.67,44.11,44.33,45.11
1404,25,هوش مصنوعی شریف,4,4,4,4,16.90,34.67,5.00,100.00,31.67,18.33,46.67,205,133,269,225,38.76,43.20,36.87,37.76
1404,25,هوش مصنوعی فردوسی مشهد,11,12,14,14,17.00,25.33,15.00,36.67,18.33,18.33,28.33,946,880,998,959,23.46,24.02,22.80,22.80
1404,25,-,42,44,44,42,13.81,0.00,25.00,3.33,15.00,-1.66,30.00,"2,278","2,406","2,756","2,417",14.45,13.78,12.33,13.45
1404,25,الگوریتم تهران نوبت دوم,51,45,61,49,17.97,25.33,5.00,16.67,13.33,-11.66,16.67,"2,992","2,464","3,507","2,904",9.36,11.02,7.47,9.13
1404,25,نرم افزار صنعتی اصفهان,52,47,58,47,17.17,28.00,6.67,16.67,13.33,-5.00,13.33,"3,037","2,547","3,308","2,874",10.20,11.64,8.98,10.20
1404,25,-,180,148,161,168,17.45,6.67,0.00,20.00,0.00,1.67,0.00,"8,514","6,892","8,012","8,171",3.45,4.67,3.56,3.45
